"","param_value","pm_start_date","pm_end_date","pm_location","source","param_type","param_name","source_text","Desc","month_imputation_method"
"357",737,"04/04/2020","05/19/2020","New Haven","Lessons Learned From COVID-19 Contact Tracing During a Public Health Emergency: A Prospective Implementation Study.",NA,"cases_named_contacts_count","737","Number of cases who name at least one contact.","spread_cases"
"358",5102,"08/17/2020","12/31/2020","New York City communities with higher than average COVID-19 incidence rates","Integrating Contact Tracers Into Point-of-Care Testing Workflow to Accelerate the Tracing of People With Exposure to COVID-19, August-December 2020, New York City.",NA,"contacts_interviewed_count","5102 (68%) of the contacts were notified","Org completed secondary case interview","spread_cases"
"359",7573,"08/17/2020","12/31/2020","New York City communities with higher than average COVID-19 incidence rates","Integrating Contact Tracers Into Point-of-Care Testing Workflow to Accelerate the Tracing of People With Exposure to COVID-19, August-December 2020, New York City.",NA,"contacts_named_count_household","Casepatients reported having family relationships with 7573 (65%) of the 11 486 named contacts.","Number of contacts named who live in the same household as the case naming them.","spread_cases"
"360",76,"08/17/2020","12/31/2020","New York City communities with higher than average COVID-19 incidence rates","Integrating Contact Tracers Into Point-of-Care Testing Workflow to Accelerate the Tracing of People With Exposure to COVID-19, August-December 2020, New York City.",NA,"cases_interviewed_perc","(76%) of the case-patients,","Org completed index case interview. Percentage is of total cases assigned.","translate"
"361",2,"03/15/2021","04/13/2021","state_a","Digital Point Solutions for Extending Contact Tracing Capacity.","digital","contacts_named_ratio_mean_cases_naming","On average, 2 contacts were submitted per index case","The ratio of number of contacts named through case investigations over the number of cases interviewed that reported one or more contacts.  Means and medians are taken with respect to cases. ","translate"
"362",264,"06/15/2020","06/29/2020","Maricopa","Using Automation, Prioritization, and Collaboration to Manage a COVID-19 Case Surge in Maricopa County, Arizona, 2020.",NA,"cases_reached_from_positive_med","case notification timeliness was 11 (7-14) days","Time from the health department getting the positive test result to getting in touch with primary case. type can be added to specify med, mean, etc","translate"
"363",24,"06/30/2020","07/30/2020","Maricopa","Using Automation, Prioritization, and Collaboration to Manage a COVID-19 Case Surge in Maricopa County, Arizona, 2020.",NA,"cases_reached_from_positive_max","<1 day for all cases","Time from the health department getting the positive test result to getting in touch with primary case. type can be added to specify med, mean, etc","translate"
"364",3172,"06/23/2021","08/17/2021","Philadelphia","Adapting COVID-19 Contact Tracing Protocols to Accommodate Resource Constraints, Philadelphia, Pennsylvania, USA, 2021.","manual","cases_interviewed_count","3,172","Org completed index case interview. Percentage is of total cases assigned.","spread_cases"
"365",35005,"07/09/2020","12/31/2020","New York City","Community-Based Workforce for COVID-19 Contact Tracing and Prevention Activities in New York City, July-December 2020.","manual","contacts_interviewed_count","35 005 (71%), respectively","Org completed secondary case interview","spread_cases"
"366",37.3,"12/27/2020","04/24/2021","Chicago","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.",NA,"cases_interviewed_perc","37.3","Org completed index case interview. Percentage is of total cases assigned.","translate"
"367",38.5,"12/27/2020","04/24/2021","Chicago","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.",NA,"contacts_interviewed_perc","38.5","Org completed secondary case interview","translate"
"368",6.8e+07,"08/01/2020","08/01/2022","Chicago","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.",NA,"monetary_cost","n August 2020, CDPH established a 2-year, $54-million contract with the Chicago Cook Workforce Partnership to manage the Resource Coordination Hub, which connected people with wraparound services, and to establish a network of 500 contact tracers and supervisors across 31 subcontracted CBOs (ie, nonclinical organizations located in or serving communities in Chicago with high economic hardship). Although the main function of the CBOs was to handle contact tracing, CBOs assisted with case investigation under some circumstances. CDPH also provided $14 million in funding to 19 Chicago-based federally qualified health centers, 8 hospitals, and 9 primary care clinics to implement CI/CT services for their patient populations. In addition to case investigations, these HCF-based CI/CT teams monitored symptoms, notified contacts, and either provided internal resource coordination services (eg, housing placement, medication assistance, mental health services) or referred people to the Resource Coordination Hub.","cost to public health budget This could also be cost per index case, cost per close contact, cost per interviewed case (to delineate the difference in cost when they were unsuccessful? re: HIV costing paper)","spread_even"
"369",48,"09/26/2021","11/20/2021","VT","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.",NA,"contacts_reached_from_test_med","2 days","Time from test (providing specimen) to getting in touch with contact. Type can be added to specify med, mean, etc","translate"
"370",96,"08/01/2021","09/25/2021","VT","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.",NA,"contacts_reached_from_test_med","4 days","Time from test (providing specimen) to getting in touch with contact. Type can be added to specify med, mean, etc","translate"
"371",48,"11/25/2020","01/19/2021","VT","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.",NA,"contacts_reached_from_test_med","2 days","Time from test (providing specimen) to getting in touch with contact. Type can be added to specify med, mean, etc","translate"
"372",852,"06/23/2021","08/17/2021","Philadelphia","Adapting COVID-19 Contact Tracing Protocols to Accommodate Resource Constraints, Philadelphia, Pennsylvania, USA, 2021.","manual","cases_named_contacts_count","852","Number of cases who name at least one contact.","spread_cases"
"373",1074,"09/01/2021","10/26/2021","Philadelphia","Adapting COVID-19 Contact Tracing Protocols to Accommodate Resource Constraints, Philadelphia, Pennsylvania, USA, 2021.","manual","cases_named_contacts_count","1,074","Number of cases who name at least one contact.","spread_cases"
"374",48,"10/11/2020","11/14/2020","Fulton County","Implementation of close contact elicitation at the time of COVID-19 testing-Atlanta, GA, October-November 2020.",NA,"percent_naming_contacts","48","Percent of interviewed contacts that named any number of contacts","translate"
"375",12198,"03/23/2021","05/31/2021","Connecticut","Centering Health Equity Within COVID-19 Contact Tracing: Connecticut's Community Outreach Specialist Program.","manual","contacts_named_count","12 198","Amount of contacts named by case or perc who reported contacts","spread_cases"
"376",2.68,"07/01/2020","06/30/2021","King County","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.","manual","contacts_named_ratio_mean_cases_naming","34 778/42 829 (83%)b 2.68 (2.2) 62 987","The ratio of number of contacts named through case investigations over the number of cases interviewed that reported one or more contacts.  Means and medians are taken with respect to cases. ","translate"
"377",1.33,"05/18/2020","08/17/2020","United States*","A Patient-Initiated Digital COVID-19 Contact Notification Tool (TellYourContacts): Evaluation Study.","digital","contacts_named_ratio_mean_cases_naming","ach unique sender sent an average of 1.33 messages","The ratio of number of contacts named through case investigations over the number of cases interviewed that reported one or more contacts.  Means and medians are taken with respect to cases. ","translate"
"378",48,"12/23/2020","12/28/2020","United States","A Web-Based Digital Contact Tracing Strategy Addresses Stigma Concerns Among Individuals Evaluated for COVID-19.","manual","cases_reached_from_positive_med","Days elapsed before communication from contact tracing programa 1 (1, 3) 2 (2, 5) 4 (2, 6) 2 (1, 6) 2 (2, 5) 0.850b","Time from the health department getting the positive test result to getting in touch with primary case. type can be added to specify med, mean, etc","translate"
"379",192,"06/23/2021","08/17/2021","Philadelphia","Adapting COVID-19 Contact Tracing Protocols to Accommodate Resource Constraints, Philadelphia, Pennsylvania, USA, 2021.","manual","cases_reached_from_exposure_mean","9","Time from exposure to getting in touch with primary case, type can be added to specify med, mean, etc","translate"
"380",164,"09/01/2021","10/26/2021","Philadelphia","Adapting COVID-19 Contact Tracing Protocols to Accommodate Resource Constraints, Philadelphia, Pennsylvania, USA, 2021.","manual","cases_reached_from_exposure_mean","8","Time from exposure to getting in touch with primary case, type can be added to specify med, mean, etc","translate"
