"periods","param_value","pm_start_date","metric","source","param_name","hd_summary","impt_type","df_type","nrows"
"ABC",168,"10/01/2020","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"overlap_remove","removed_overlap",NA
"A",72.5206400869208,"10/01/2020","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","inner",NA
"B",48.0807974303182,"10/01/2020","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","inner",NA
"C",47.398562482761,"10/01/2020","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","inner",NA
"A",72.5206400869208,"10/01/2020","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_perc",NA
"B",48.0807974303182,"10/01/2020","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_perc",NA
"C",47.398562482761,"10/01/2020","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_perc",NA
"D",20.7016042888827,"10/01/2020","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"outer_perc","outer_perc",NA
"A",72.5206400869208,"10/01/2020","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_abs",NA
"B",48.0807974303182,"10/01/2020","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_abs",NA
"C",47.398562482761,"10/01/2020","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_abs",NA
"D",19.1314878608959,"10/01/2020","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"outer_abs","outer_abs",NA
"ABC",168,"10/01/2020","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"original","original",NA
"ABC",172.8,"03/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"overlap_remove","removed_overlap",NA
"A",74.5926583751185,"03/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","inner",NA
"B",49.4545344997558,"03/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","inner",NA
"C",48.7528071251256,"03/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","inner",NA
"A",74.5926583751185,"03/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_perc",NA
"B",49.4545344997558,"03/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_perc",NA
"C",48.7528071251256,"03/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_perc",NA
"D",21.2930786971365,"03/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"outer_perc","outer_perc",NA
"A",74.5926583751185,"03/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_abs",NA
"B",49.4545344997558,"03/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_abs",NA
"C",48.7528071251256,"03/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_abs",NA
"D",19.1314878608959,"03/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"outer_abs","outer_abs",NA
"ABC",172.8,"03/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"original","original",NA
"ABC",156,"07/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"overlap_remove","removed_overlap",NA
"A",67.3405943664265,"07/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","inner",NA
"B",44.646454756724,"07/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","inner",NA
"C",44.0129508768495,"07/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","inner",NA
"A",67.3405943664265,"07/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_perc",NA
"B",44.646454756724,"07/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_perc",NA
"C",44.0129508768495,"07/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_perc",NA
"D",19.2229182682482,"07/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"outer_perc","outer_perc",NA
"A",67.3405943664265,"07/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_abs",NA
"B",44.646454756724,"07/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_abs",NA
"C",44.0129508768495,"07/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_abs",NA
"D",19.1314878608959,"07/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"outer_abs","outer_abs",NA
"ABC",156,"07/01/2021","mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"original","original",NA
"D",0,"12/27/2020","med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","contacts_reached_from_named_med",NA,"overlap_remove","removed_overlap",NA
"BC",96,"12/27/2020","med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","cases_reached_from_test_med",NA,"overlap_remove","removed_overlap",NA
"D",0,"12/27/2020","med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","contacts_reached_from_named_med",NA,"reported","inner",NA
"B",48.3429775556995,"12/27/2020","med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","cases_reached_from_test_med",NA,"inner","inner",NA
"C",47.6570224443005,"12/27/2020","med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","cases_reached_from_test_med",NA,"inner","inner",NA
"A",59.9235984669753,"12/27/2020","med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","cases_reached_from_test_med",NA,"outer_perc","outer_perc",NA
"B",48.3429775556995,"12/27/2020","med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","cases_reached_from_test_med",NA,"inner","outer_perc",NA
"C",47.6570224443005,"12/27/2020","med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","cases_reached_from_test_med",NA,"inner","outer_perc",NA
"D",0,"12/27/2020","med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","contacts_reached_from_named_med",NA,"reported","outer_perc",NA
"D",0,"12/27/2020","med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","contacts_reached_from_named_med",NA,"reported","outer_abs",NA
"B",48.3429775556995,"12/27/2020","med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","cases_reached_from_test_med",NA,"inner","outer_abs",NA
"C",47.6570224443005,"12/27/2020","med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","cases_reached_from_test_med",NA,"inner","outer_abs",NA
"A",67.0203007518797,"12/27/2020","med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","cases_reached_from_test_med",NA,"outer_abs","outer_abs",NA
"D",0,"12/27/2020","med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","contacts_reached_from_named_med",NA,"original","original",NA
"BC",96,"12/27/2020","med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","cases_reached_from_test_med",NA,"original","original",NA
"B",48,"04/13/2020","med","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.%%%San Francisco%%%manual","cases_positive_from_test_med","no","overlap_remove","removed_overlap",NA
"C",96,"04/13/2020","med","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.%%%San Francisco%%%manual","cases_reached_from_positive_med","no","overlap_remove","removed_overlap",NA
"A",72,"04/13/2020","med","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.%%%San Francisco%%%manual","cases_test_from_sympt_med","no","overlap_remove","removed_overlap",NA
"D",96,"04/13/2020","med","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.%%%San Francisco%%%manual","contacts_reached_from_named_med","no","overlap_remove","removed_overlap",NA
"B",48,"04/13/2020","med","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.%%%San Francisco%%%manual","cases_positive_from_test_med","no","reported","inner",NA
"C",96,"04/13/2020","med","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.%%%San Francisco%%%manual","cases_reached_from_positive_med","no","reported","inner",NA
"A",72,"04/13/2020","med","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.%%%San Francisco%%%manual","cases_test_from_sympt_med","no","reported","inner",NA
"D",96,"04/13/2020","med","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.%%%San Francisco%%%manual","contacts_reached_from_named_med","no","reported","inner",NA
"A",72,"04/13/2020","med","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.%%%San Francisco%%%manual","cases_test_from_sympt_med",NA,"reported","outer_perc",NA
